Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
0.0,3.0,31.0,0.0,0.0,7.75,1.0,1.0,0.0
1.0,2.0,4.0,1.0,1.0,23.0,0.0,0.0,1.0
1.0,3.0,6.0,0.0,1.0,12.475,1.0,0.0,1.0
0.0,3.0,33.0,0.0,0.0,9.5,1.0,0.0,1.0
0.0,3.0,23.0,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,2.0,48.0,1.0,2.0,65.0,0.0,0.0,1.0
1.0,2.0,0.67,1.0,1.0,14.5,1.0,0.0,1.0
0.0,3.0,28.0,0.0,0.0,7.7958,1.0,0.0,1.0
0.0,2.0,18.0,0.0,0.0,11.5,1.0,0.0,1.0
0.0,3.0,34.0,0.0,0.0,8.05,1.0,0.0,1.0
1.0,1.0,33.0,0.0,0.0,86.5,0.0,0.0,1.0
0.0,3.0,29.02569777855761,0.0,0.0,14.5,1.0,0.0,1.0
0.0,3.0,41.0,0.0,0.0,7.125,1.0,0.0,1.0
1.0,3.0,20.0,0.0,0.0,7.2292,1.0,0.0,0.0
1.0,1.0,36.0,1.0,2.0,120.0,0.0,0.0,1.0
0.0,3.0,16.0,0.0,0.0,7.775,1.0,0.0,1.0
1.0,1.0,51.0,1.0,0.0,77.9583,0.0,0.0,1.0
0.0,1.0,43.311422163944,0.0,0.0,39.6,1.0,0.0,0.0
0.0,3.0,30.5,0.0,0.0,7.75,0.0,1.0,0.0
0.0,3.0,26.56441941330404,1.0,0.0,24.15,1.0,1.0,0.0
0.0,3.0,32.0,0.0,0.0,8.3625,1.0,0.0,1.0
0.0,3.0,24.0,0.0,0.0,9.5,1.0,0.0,1.0
0.0,3.0,48.0,0.0,0.0,7.8542,1.0,0.0,1.0
0.0,2.0,57.0,0.0,0.0,10.5,0.0,0.0,1.0
0.0,3.0,27.982413810099565,0.0,0.0,7.225,1.0,0.0,0.0
1.0,2.0,54.0,1.0,3.0,23.0,0.0,0.0,1.0
0.0,3.0,18.0,0.0,0.0,7.75,1.0,0.0,1.0
0.0,3.0,30.738551268067752,0.0,0.0,7.75,1.0,1.0,0.0
1.0,3.0,5.0,0.0,0.0,12.475,0.0,0.0,1.0
0.0,3.0,30.738697065971934,0.0,0.0,7.7375,1.0,1.0,0.0
1.0,1.0,43.0,0.0,1.0,211.3375,0.0,0.0,1.0
1.0,3.0,13.0,0.0,0.0,7.2292,0.0,0.0,0.0
1.0,1.0,17.0,1.0,0.0,57.0,0.0,0.0,1.0
0.0,1.0,29.0,0.0,0.0,30.0,1.0,0.0,1.0
0.0,3.0,23.223438479273792,1.0,2.0,23.45,1.0,0.0,1.0
0.0,3.0,25.0,0.0,0.0,7.05,1.0,0.0,1.0
0.0,3.0,25.0,0.0,0.0,7.25,1.0,0.0,1.0
1.0,3.0,18.0,0.0,0.0,7.4958,0.0,0.0,1.0
0.0,3.0,8.0,4.0,1.0,29.125,1.0,1.0,0.0
1.0,3.0,1.0,1.0,2.0,20.575,1.0,0.0,1.0
0.0,1.0,46.0,0.0,0.0,79.2,1.0,0.0,0.0
0.0,3.0,30.738551268067752,0.0,0.0,7.75,1.0,1.0,0.0
0.0,2.0,16.0,0.0,0.0,26.0,1.0,0.0,1.0
0.0,3.0,-5.227462338034414,8.0,2.0,69.55,0.0,0.0,1.0
0.0,1.0,43.41527925981828,0.0,0.0,30.6958,1.0,0.0,0.0
0.0,3.0,25.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,2.0,39.0,0.0,0.0,13.0,1.0,0.0,1.0
1.0,1.0,49.0,0.0,0.0,25.9292,0.0,0.0,1.0
1.0,3.0,31.0,0.0,0.0,8.6833,0.0,0.0,1.0
0.0,3.0,30.0,0.0,0.0,7.2292,1.0,0.0,0.0
0.0,3.0,30.0,1.0,1.0,24.15,0.0,0.0,1.0
0.0,2.0,34.0,0.0,0.0,13.0,1.0,0.0,1.0
1.0,2.0,31.0,1.0,1.0,26.25,0.0,0.0,1.0
1.0,1.0,11.0,1.0,2.0,120.0,1.0,0.0,1.0
1.0,3.0,0.42,0.0,1.0,8.5167,1.0,0.0,0.0
1.0,3.0,27.0,0.0,0.0,6.975,1.0,0.0,1.0
0.0,3.0,31.0,0.0,0.0,7.775,1.0,0.0,1.0
0.0,1.0,39.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,18.0,0.0,0.0,7.775,0.0,0.0,1.0
0.0,2.0,39.0,0.0,0.0,13.0,1.0,0.0,1.0
1.0,1.0,33.0,1.0,0.0,53.1,0.0,0.0,1.0
0.0,3.0,26.0,0.0,0.0,7.8875,1.0,0.0,1.0
0.0,3.0,39.0,0.0,0.0,24.15,1.0,0.0,1.0
0.0,2.0,35.0,0.0,0.0,10.5,1.0,0.0,1.0
0.0,3.0,6.0,4.0,2.0,31.275,0.0,0.0,1.0
0.0,3.0,30.5,0.0,0.0,8.05,1.0,0.0,1.0
0.0,1.0,44.9014482730892,0.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,23.0,0.0,0.0,7.925,0.0,0.0,1.0
0.0,2.0,31.0,1.0,1.0,37.0042,1.0,0.0,0.0
0.0,3.0,43.0,0.0,0.0,6.45,1.0,0.0,1.0
0.0,3.0,10.0,3.0,2.0,27.9,1.0,0.0,1.0
1.0,1.0,52.0,1.0,1.0,93.5,0.0,0.0,1.0
1.0,3.0,27.0,0.0,0.0,8.6625,1.0,0.0,1.0
0.0,1.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,27.0,0.0,1.0,12.475,0.0,0.0,1.0
0.0,3.0,2.0,4.0,1.0,39.6875,1.0,0.0,1.0
0.0,3.0,30.74788233393548,0.0,0.0,6.95,1.0,1.0,0.0
0.0,3.0,28.53586580859772,0.0,0.0,56.4958,1.0,0.0,1.0
1.0,2.0,1.0,0.0,2.0,37.0042,1.0,0.0,0.0
1.0,3.0,24.540711482890593,0.0,0.0,7.75,1.0,1.0,0.0
1.0,1.0,62.0,0.0,0.0,80.0,0.0,0.0,0.0
1.0,3.0,15.0,1.0,0.0,14.4542,0.0,0.0,0.0
1.0,2.0,0.83,1.0,1.0,18.75,1.0,0.0,1.0
0.0,3.0,27.98236482200376,0.0,0.0,7.2292,1.0,0.0,0.0
0.0,3.0,23.0,0.0,0.0,7.8542,1.0,0.0,1.0
0.0,3.0,18.0,0.0,0.0,8.3,1.0,0.0,1.0
1.0,1.0,39.0,1.0,1.0,83.1583,0.0,0.0,0.0
0.0,3.0,21.0,0.0,0.0,8.6625,1.0,0.0,1.0
0.0,3.0,29.100929497116162,0.0,0.0,8.05,1.0,0.0,1.0
1.0,3.0,32.0,0.0,0.0,56.4958,1.0,0.0,1.0
1.0,1.0,37.229054318879975,0.0,0.0,29.7,1.0,0.0,0.0
0.0,3.0,20.0,0.0,0.0,7.925,1.0,0.0,1.0
0.0,2.0,16.0,0.0,0.0,10.5,1.0,0.0,1.0
1.0,1.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0
0.0,3.0,34.5,0.0,0.0,6.4375,1.0,0.0,0.0
0.0,3.0,17.0,0.0,0.0,8.6625,1.0,0.0,1.0
0.0,3.0,42.0,0.0,0.0,7.55,1.0,0.0,1.0
0.0,3.0,-5.1941792226811,8.0,2.0,69.55,1.0,0.0,1.0
0.0,3.0,35.0,0.0,0.0,7.8958,1.0,0.0,0.0
0.0,2.0,28.0,0.0,1.0,33.0,1.0,0.0,1.0
1.0,1.0,32.520045570276785,1.0,0.0,89.1042,0.0,0.0,0.0
0.0,3.0,4.0,4.0,2.0,31.275,1.0,0.0,1.0
0.0,3.0,74.0,0.0,0.0,7.775,1.0,0.0,1.0
0.0,3.0,9.0,1.0,1.0,15.2458,0.0,0.0,0.0
1.0,1.0,16.0,0.0,1.0,39.4,0.0,0.0,1.0
0.0,2.0,44.0,1.0,0.0,26.0,0.0,0.0,1.0
1.0,3.0,18.0,0.0,1.0,9.35,0.0,0.0,1.0
1.0,1.0,45.0,1.0,1.0,164.8667,0.0,0.0,1.0
1.0,1.0,51.0,0.0,0.0,26.55,1.0,0.0,1.0
1.0,3.0,24.0,0.0,3.0,19.2583,0.0,0.0,0.0
0.0,3.0,27.98236482200376,0.0,0.0,7.2292,1.0,0.0,0.0
0.0,3.0,41.0,2.0,0.0,14.1083,1.0,0.0,1.0
0.0,2.0,21.0,1.0,0.0,11.5,1.0,0.0,1.0
1.0,1.0,48.0,0.0,0.0,25.9292,0.0,0.0,1.0
0.0,3.0,-5.227462338034414,8.0,2.0,69.55,0.0,0.0,1.0
0.0,2.0,24.0,0.0,0.0,13.0,1.0,0.0,1.0
1.0,2.0,42.0,0.0,0.0,13.0,0.0,0.0,1.0
1.0,2.0,27.0,1.0,0.0,13.8583,0.0,0.0,0.0
0.0,1.0,31.0,0.0,0.0,50.4958,1.0,0.0,1.0
0.0,3.0,29.084016940230907,0.0,0.0,9.5,1.0,0.0,1.0
1.0,3.0,4.0,1.0,1.0,11.1333,1.0,0.0,1.0
0.0,3.0,26.0,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,1.0,47.0,1.0,1.0,52.5542,0.0,0.0,1.0
0.0,1.0,33.0,0.0,0.0,5.0,1.0,0.0,1.0
0.0,3.0,47.0,0.0,0.0,9.0,1.0,0.0,1.0
1.0,2.0,28.0,1.0,0.0,24.0,0.0,0.0,0.0
1.0,3.0,15.0,0.0,0.0,7.225,0.0,0.0,0.0
0.0,3.0,20.0,0.0,0.0,9.8458,1.0,0.0,1.0
0.0,3.0,19.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,29.102728060062166,0.0,0.0,7.8958,1.0,0.0,1.0
1.0,1.0,56.0,0.0,1.0,83.1583,0.0,0.0,0.0
1.0,2.0,25.0,0.0,1.0,26.0,0.0,0.0,1.0
0.0,3.0,33.0,0.0,0.0,7.8958,1.0,0.0,1.0
0.0,3.0,22.0,0.0,0.0,10.5167,0.0,0.0,1.0
0.0,2.0,28.0,0.0,0.0,10.5,1.0,0.0,1.0
0.0,3.0,25.0,0.0,0.0,7.05,1.0,0.0,1.0
0.0,3.0,39.0,0.0,5.0,29.125,0.0,1.0,0.0
0.0,2.0,27.0,0.0,0.0,13.0,1.0,0.0,1.0
1.0,1.0,19.0,0.0,0.0,30.0,0.0,0.0,1.0
0.0,3.0,23.19015536392048,1.0,2.0,23.45,0.0,0.0,1.0
1.0,1.0,26.0,0.0,0.0,30.0,1.0,0.0,0.0
0.0,3.0,32.0,0.0,0.0,7.75,1.0,1.0,0.0
